source_path	archive_path	sha256	bytes	main_comparison	disposition	destination_path
/home/ubuntu/workspace/quick_hack/animation/v2/frame_01.png	quick_hack/animation/v2/frame_01.png	2515059a95aa093a8abeeb32a7a58225da840e2dad360c75b48031f856697090	85561	identical	already_integrated_duplicate	animation/v2/frame_01.png
/home/ubuntu/workspace/quick_hack/animation/v2/frame_02.png	quick_hack/animation/v2/frame_02.png	c9f8e7eac61d092fade7f5de96a3edb6a0986e0f32472e1cc8d1a87fd3db485c	222846	identical	already_integrated_duplicate	animation/v2/frame_02.png
/home/ubuntu/workspace/quick_hack/animation/v2/frame_03.png	quick_hack/animation/v2/frame_03.png	907853134d1590be9aca2b25cd57342d3e679a35f2afbf7d9c3f2dd45fd54590	134625	identical	already_integrated_duplicate	animation/v2/frame_03.png
/home/ubuntu/workspace/quick_hack/animation/v2/frame_04.png	quick_hack/animation/v2/frame_04.png	91bcbfd4bff2937d9739307734bfc5e61f7af159629f95a132d76954ba5ec8a2	88141	identical	already_integrated_duplicate	animation/v2/frame_04.png
/home/ubuntu/workspace/quick_hack/animation/v2/frame_05.png	quick_hack/animation/v2/frame_05.png	2b4a4bdc6034df14e893eb055319de95e3f862c3912514c8e00acec5266ab88c	340637	identical	already_integrated_duplicate	animation/v2/frame_05.png
/home/ubuntu/workspace/quick_hack/animation/v2/frame_06.png	quick_hack/animation/v2/frame_06.png	a6bf425ad313a98400513496d124027b1be27c5cfe4b6ba29a991f2ddb16583b	339810	identical	already_integrated_duplicate	animation/v2/frame_06.png
/home/ubuntu/workspace/quick_hack/animation/v2/frame_07.png	quick_hack/animation/v2/frame_07.png	9e123ea05d8fc09fb63682219e7280e018f4e20d111156703929636a6b193f27	127501	identical	already_integrated_duplicate	animation/v2/frame_07.png
/home/ubuntu/workspace/quick_hack/animation/v2/frame_08.png	quick_hack/animation/v2/frame_08.png	d262db3c1c7f95e91eb06bc637159e13af3f9bfac5da7b14a4ccbdec6a38aa61	165063	identical	already_integrated_duplicate	animation/v2/frame_08.png
/home/ubuntu/workspace/quick_hack/animation/v2/poster_v2.jpg	quick_hack/animation/v2/poster_v2.jpg	47f0b514d56da6b8c72efd7bd5e4b8393a928c3bd333cec873a67e99df517c20	194587	identical	already_integrated_duplicate	animation/v2/poster_v2.jpg
/home/ubuntu/workspace/quick_hack/animation/v2/render.py	quick_hack/animation/v2/render.py	41ff0dd570605a79b42a4dc65a59cf59c6c0c387df8605b0b5e326e952930b31	19262	identical	already_integrated_duplicate	animation/v2/render.py
/home/ubuntu/workspace/quick_hack/animation/v2/storyboard_v2.jpg	quick_hack/animation/v2/storyboard_v2.jpg	2d4eb1f9d9601af47e034dae98a37081de6322ee369b45c1f2c8e2767ff99dd8	456668	identical	already_integrated_duplicate	animation/v2/storyboard_v2.jpg
/home/ubuntu/workspace/quick_hack/animation/v2/structures/1MBN.pdb	quick_hack/animation/v2/structures/1MBN.pdb	e4635115be5a605e58f449f82824e15182a7000c3677876c33fc44118defef78	147420	identical	already_integrated_duplicate	animation/v2/structures/1MBN.pdb
/home/ubuntu/workspace/quick_hack/animation/v2/structures/1UBQ.pdb	quick_hack/animation/v2/structures/1UBQ.pdb	d4a6812d8951cf6594e6a0763f089e35f5a80b62acb3c117b2c5565228a7b161	78570	identical	already_integrated_duplicate	animation/v2/structures/1UBQ.pdb
/home/ubuntu/workspace/quick_hack/animation/v2/structures/1Y1W.cif	quick_hack/animation/v2/structures/1Y1W.cif	eed5ab7ed99a2bd247c96f2c6365c58b3f769abd47e0197ba8216485529d09f5	3589793	identical	already_integrated_duplicate	animation/v2/structures/1Y1W.cif
/home/ubuntu/workspace/quick_hack/animation/v2/structures/5XJC.cif	quick_hack/animation/v2/structures/5XJC.cif	939555d10f43766308efcf9bde9e4360dcc454d46d11da1b63a08c16acafb324	14272258	identical	already_integrated_duplicate	animation/v2/structures/5XJC.cif
/home/ubuntu/workspace/quick_hack/animation/v2/trans_splicing_v2_30s.mp4	quick_hack/animation/v2/trans_splicing_v2_30s.mp4	a2d02cdf7a21907cecc3833fb7882d1d080302a5f30210cf6823515a70eb62bf	5320816	identical	already_integrated_duplicate	animation/v2/trans_splicing_v2_30s.mp4
/home/ubuntu/workspace/quick_hack/animation/v2/verified_final_frame.jpg	quick_hack/animation/v2/verified_final_frame.jpg	f6c9adb9e0f270148486494c7e793482a4f8b09a677d7c0e2082292ff7748f71	151302	identical	already_integrated_duplicate	animation/v2/verified_final_frame.jpg
/home/ubuntu/workspace/quick_hack/animation/v3/SOURCES.md	quick_hack/animation/v3/SOURCES.md	3023792ddd68e389f516931ef84400fa48f9df6777d38e61b42a6f62321b35c4	4399	identical	already_integrated_duplicate	animation/v3/SOURCES.md
/home/ubuntu/workspace/quick_hack/animation/v3/frame_01_4k.jpg	quick_hack/animation/v3/frame_01_4k.jpg	fffd85c5216c434117d473a8615035cf5083918877216522b1533d7d5f1263de	408531	identical	already_integrated_duplicate	animation/v3/frame_01_4k.jpg
/home/ubuntu/workspace/quick_hack/animation/v3/frame_02_4k.jpg	quick_hack/animation/v3/frame_02_4k.jpg	ec9473ac4848a271e486ed4bdf1928ed403c549f11d33c4e4fde950e54cf3c64	1013905	identical	already_integrated_duplicate	animation/v3/frame_02_4k.jpg
/home/ubuntu/workspace/quick_hack/animation/v3/frame_03_4k.jpg	quick_hack/animation/v3/frame_03_4k.jpg	a50c709758478d44b649e818a1528667ef43fc266dff45aac2f8b2cbf108b323	971248	identical	already_integrated_duplicate	animation/v3/frame_03_4k.jpg
/home/ubuntu/workspace/quick_hack/animation/v3/frame_04_4k.jpg	quick_hack/animation/v3/frame_04_4k.jpg	10eb26863f24917be57faeb07f92e31ed008c69b0a52da396722354b59272a6d	426031	identical	already_integrated_duplicate	animation/v3/frame_04_4k.jpg
/home/ubuntu/workspace/quick_hack/animation/v3/frame_05_4k.jpg	quick_hack/animation/v3/frame_05_4k.jpg	c4f5efd853f3d6cbc9dafd96d0685e688c00305182f48765611b12a914d102a3	1205920	identical	already_integrated_duplicate	animation/v3/frame_05_4k.jpg
/home/ubuntu/workspace/quick_hack/animation/v3/frame_06_4k.jpg	quick_hack/animation/v3/frame_06_4k.jpg	c246df82a2612f7b9e6249bce108b4d8817c3e9bb0f4e9cd609cfd3a147eebb4	1219464	identical	already_integrated_duplicate	animation/v3/frame_06_4k.jpg
/home/ubuntu/workspace/quick_hack/animation/v3/frame_07_4k.jpg	quick_hack/animation/v3/frame_07_4k.jpg	7553408e6203ba8e2435df1156dc8ba9cae855dd8886950ddb6055461dd9d44e	979500	identical	already_integrated_duplicate	animation/v3/frame_07_4k.jpg
/home/ubuntu/workspace/quick_hack/animation/v3/frame_08_4k.jpg	quick_hack/animation/v3/frame_08_4k.jpg	5b122e889eb35c642fdb274aea9878a27b04e4a804c73471e5b113d024fe71c3	695430	identical	already_integrated_duplicate	animation/v3/frame_08_4k.jpg
/home/ubuntu/workspace/quick_hack/animation/v3/look_test.jpg	quick_hack/animation/v3/look_test.jpg	3f6ed5b60b9a0922f3daa6cefece9bda622b541b364fe44628930d212fad4017	416902	identical	already_integrated_duplicate	animation/v3/look_test.jpg
/home/ubuntu/workspace/quick_hack/animation/v3/render.py	quick_hack/animation/v3/render.py	a0df609b27d0222f9fb38be19a7e7df7cae6641ee8f4dfa3a82a5823d71735d7	22054	identical	already_integrated_duplicate	animation/v3/render.py
/home/ubuntu/workspace/quick_hack/animation/v3/storyboard_v3.jpg	quick_hack/animation/v3/storyboard_v3.jpg	c8f48343393d5bd18ee8f25da587ac9681e118df200df39283be14201da4f51a	682877	identical	already_integrated_duplicate	animation/v3/storyboard_v3.jpg
/home/ubuntu/workspace/quick_hack/animation/v3/structures/1BNA.pdb	quick_hack/animation/v3/structures/1BNA.pdb	df42f1506792f191b957227b061360652adcf6f813eb69d9ec553067ea584670	76464	identical	already_integrated_duplicate	animation/v3/structures/1BNA.pdb
/home/ubuntu/workspace/quick_hack/animation/v3/structures/4UG0.cif	quick_hack/animation/v3/structures/4UG0.cif	925500158be2e6a66b600032d6885c728b57b7b433fcf437517e2c281d2e4123	24952962	identical	already_integrated_duplicate	animation/v3/structures/4UG0.cif
/home/ubuntu/workspace/quick_hack/animation/v3/verified_28.5s.jpg	quick_hack/animation/v3/verified_28.5s.jpg	38be932a544c2e34db6913dfd852135569d794dd83bfcdf6257b5ea4c4998522	699068	identical	already_integrated_duplicate	animation/v3/verified_28.5s.jpg
/home/ubuntu/workspace/quick_hack/animation/v3/verified_4.8s.jpg	quick_hack/animation/v3/verified_4.8s.jpg	07a34c6e97cae63cc0f43bb9da45291a84e419d57854854282a7f1e12d50b22b	1023492	identical	already_integrated_duplicate	animation/v3/verified_4.8s.jpg
/home/ubuntu/workspace/quick_hack/animation/v3/verified_7.6s.jpg	quick_hack/animation/v3/verified_7.6s.jpg	1603cb86042f46cc9c1ba77f3563336033a5732f8cc429954aa9cbf4b85eb87c	972541	identical	already_integrated_duplicate	animation/v3/verified_7.6s.jpg
/home/ubuntu/workspace/quick_hack/cross-species/PLAN.md	quick_hack/cross-species/PLAN.md	b2e7ffbdad773e8166702467f40bc526b248feff934e7f50c1ea0a31743c102e	18640	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/PLAN.md
/home/ubuntu/workspace/quick_hack/cross-species/README.md	quick_hack/cross-species/README.md	a887bfbb913291ca87ae103a8ce50d8bb23d772a1511a02bfdfeb61bf89c988a	3803	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/README.md
/home/ubuntu/workspace/quick_hack/cross-species/STATUS.md	quick_hack/cross-species/STATUS.md	55f3064222287ea3b37001aff58dd0049f3b863eb66023567d0fbf98865aae58	1682	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/STATUS.md
/home/ubuntu/workspace/quick_hack/cross-species/comparison/all_read_evidence.tsv	quick_hack/cross-species/comparison/all_read_evidence.tsv	0b66bcc42fcf75dc632bfd419f40402f2659d5a9a034e6bbd9f98cad27a66a15	337284	missing	integrated_historical_evidence	results/recovery_20260920/snapshot/cross-species/comparison/all_read_evidence.tsv
/home/ubuntu/workspace/quick_hack/cross-species/comparison/comparison_summary.json	quick_hack/cross-species/comparison/comparison_summary.json	c978e1f181dd8bf65db667dabf1d8b4028f80a29ad34dfa460f13870669b14a9	837	missing	integrated_historical_evidence	results/recovery_20260920/snapshot/cross-species/comparison/comparison_summary.json
/home/ubuntu/workspace/quick_hack/cross-species/comparison/preliminary_ordered_pair_matches.tsv	quick_hack/cross-species/comparison/preliminary_ordered_pair_matches.tsv	ebb8b0167f474c8974ccb67bd2f2283962d80b6583c4c4db32475ef8afb590f8	100	missing	integrated_historical_evidence	results/recovery_20260920/snapshot/cross-species/comparison/preliminary_ordered_pair_matches.tsv
/home/ubuntu/workspace/quick_hack/cross-species/comparison/preliminary_pair_status.json	quick_hack/cross-species/comparison/preliminary_pair_status.json	f25f96b21f52ea4c20577f38e0adcab63e0c3d707069532cb928cfae7da8c9e8	281	missing	integrated_historical_evidence	results/recovery_20260920/snapshot/cross-species/comparison/preliminary_pair_status.json
/home/ubuntu/workspace/quick_hack/cross-species/comparison/reviewed_pair_matches.tsv	quick_hack/cross-species/comparison/reviewed_pair_matches.tsv	538a076f7aa03a373ec95619fd1ee899c9eb8f3eaeaee32aee310c532d9f2221	87	missing	integrated_historical_evidence	results/recovery_20260920/snapshot/cross-species/comparison/reviewed_pair_matches.tsv
/home/ubuntu/workspace/quick_hack/cross-species/manifest/SRR31429655_ncbi.xml	quick_hack/cross-species/manifest/SRR31429655_ncbi.xml	21d516685fec4fd4217658efb5e7b883b11be7dc638b1f7a0122fd6676986e53	8638	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/SRR31429655_ncbi.xml
/home/ubuntu/workspace/quick_hack/cross-species/manifest/SRR31429656_ncbi.xml	quick_hack/cross-species/manifest/SRR31429656_ncbi.xml	d53825a99005489fced696f441147722ca9e5e9617bdf0bfdf2178da618d4d01	8638	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/SRR31429656_ncbi.xml
/home/ubuntu/workspace/quick_hack/cross-species/manifest/SRR31429672_ncbi.xml	quick_hack/cross-species/manifest/SRR31429672_ncbi.xml	ad2c9886a1ee9f0e301f3b95c24008306f95d38117497749954e9113067c55e5	8601	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/SRR31429672_ncbi.xml
/home/ubuntu/workspace/quick_hack/cross-species/manifest/SRR31429675_ncbi.xml	quick_hack/cross-species/manifest/SRR31429675_ncbi.xml	cd117d23768f9f88b1d3ec745922ad5081bb9dedd8bd55df42c7d5f0d2f67fc1	8629	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/SRR31429675_ncbi.xml
/home/ubuntu/workspace/quick_hack/cross-species/manifest/SRR31429687_ncbi.xml	quick_hack/cross-species/manifest/SRR31429687_ncbi.xml	9323bccf3a356bd51ba1e26d5b9ddf8be9aa28315eee9e4ab127d6eed5d71ed6	8590	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/SRR31429687_ncbi.xml
/home/ubuntu/workspace/quick_hack/cross-species/manifest/SRR31429688_ncbi.xml	quick_hack/cross-species/manifest/SRR31429688_ncbi.xml	cc771d562100d73fc7ec4b530fe7ddd1aa92c8e7b498b97a87e54b94b2d60923	8590	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/SRR31429688_ncbi.xml
/home/ubuntu/workspace/quick_hack/cross-species/manifest/SRR31429700_ncbi.xml	quick_hack/cross-species/manifest/SRR31429700_ncbi.xml	706e6b0c5ae3a5cdb8497fa5f7bb7309f21bd7861a9bc7b1d6061250245e2b76	8825	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/SRR31429700_ncbi.xml
/home/ubuntu/workspace/quick_hack/cross-species/manifest/SRR31429701_ncbi.xml	quick_hack/cross-species/manifest/SRR31429701_ncbi.xml	0341fa21892a23ba8ad0b6d1b6f230776ff64c00deca8b49dbdb727b986c9143	8830	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/SRR31429701_ncbi.xml
/home/ubuntu/workspace/quick_hack/cross-species/manifest/SRR31429713_ncbi.xml	quick_hack/cross-species/manifest/SRR31429713_ncbi.xml	aeb19c41487cabf4ad2574cfbd1017e9f07ca0ab228789a331459417b6f7d5a3	8645	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/SRR31429713_ncbi.xml
/home/ubuntu/workspace/quick_hack/cross-species/manifest/SRR31438987_ncbi.xml	quick_hack/cross-species/manifest/SRR31438987_ncbi.xml	10b2baefa77d59a216ec40bf081881927a094cd150309914dd0f72d9b95ee9bc	8569	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/SRR31438987_ncbi.xml
/home/ubuntu/workspace/quick_hack/cross-species/manifest/SRR31438988_ncbi.xml	quick_hack/cross-species/manifest/SRR31438988_ncbi.xml	e7c6a67be60ff9f0e43df33ebf6f0c4118c7eaf318bf8a0594af49424ba451e1	8607	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/SRR31438988_ncbi.xml
/home/ubuntu/workspace/quick_hack/cross-species/manifest/SRR31438989_ncbi.xml	quick_hack/cross-species/manifest/SRR31438989_ncbi.xml	bac48aa71e8d204b43e30a113dc97d488d45ef17b0a5866d603c98e0bc69b2b7	8591	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/SRR31438989_ncbi.xml
/home/ubuntu/workspace/quick_hack/cross-species/manifest/SRR31438990_ncbi.xml	quick_hack/cross-species/manifest/SRR31438990_ncbi.xml	a6e2f9789b2c934b27c3daa143047872bac4c8d6a2a5a74217093fb8f55f49dc	8653	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/SRR31438990_ncbi.xml
/home/ubuntu/workspace/quick_hack/cross-species/manifest/checksums.json	quick_hack/cross-species/manifest/checksums.json	730a1c2457ab9103daf4ca5dd4aa25426523c96ff6fa636276b9015e4dd90aa6	5603	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/checksums.json
/home/ubuntu/workspace/quick_hack/cross-species/manifest/compara_bos_taurus.html	quick_hack/cross-species/manifest/compara_bos_taurus.html	4059bf7e86241aa4b309dac2c3bf96b498589516de5dda008354ba5812134fbe	2116	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/compara_bos_taurus.html
/home/ubuntu/workspace/quick_hack/cross-species/manifest/compara_canis_lupus_familiaris.html	quick_hack/cross-species/manifest/compara_canis_lupus_familiaris.html	c17f7a3875071e772d78797051499d9690b485eb6fbc0bdf8525349b9b2eb964	1584	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/compara_canis_lupus_familiaris.html
/home/ubuntu/workspace/quick_hack/cross-species/manifest/compara_homo_sapiens.html	quick_hack/cross-species/manifest/compara_homo_sapiens.html	bf23a2abbad8995e260dc6c542c92f9a38c4aff5dcfc1192f6cf403a1f2a7542	1564	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/compara_homo_sapiens.html
/home/ubuntu/workspace/quick_hack/cross-species/manifest/compara_listing.html	quick_hack/cross-species/manifest/compara_listing.html	cad8d1e21ce1bb233c12426f7bbbc26f22c517307eeaf9cfa684eba49b8b47f0	54504	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/compara_listing.html
/home/ubuntu/workspace/quick_hack/cross-species/manifest/compara_mus_musculus.html	quick_hack/cross-species/manifest/compara_mus_musculus.html	4460f6fe5a1d142e17cd3f6335cdd19b476a5863b385544c7a11aaa3514ac6a9	2108	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/compara_mus_musculus.html
/home/ubuntu/workspace/quick_hack/cross-species/manifest/compara_rattus_norvegicus.html	quick_hack/cross-species/manifest/compara_rattus_norvegicus.html	a93deadc4d8232609e8d2600108077963bd6bce1b83c3c5fc27fec0f06c9c1a5	2118	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/compara_rattus_norvegicus.html
/home/ubuntu/workspace/quick_hack/cross-species/manifest/compara_urls.json	quick_hack/cross-species/manifest/compara_urls.json	2dacab8f8c318a2cd189f763c94e7198ed00bce92514f75ca2ef5b93336a598e	2656	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/compara_urls.json
/home/ubuntu/workspace/quick_hack/cross-species/manifest/ena_request.json	quick_hack/cross-species/manifest/ena_request.json	ce0becc5e7698d9cfada278428906a97461e1457a2734e00793504ae17167f2b	580	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/ena_request.json
/home/ubuntu/workspace/quick_hack/cross-species/manifest/ena_response.tsv	quick_hack/cross-species/manifest/ena_response.tsv	825a92ad958fc84f23e27f282988ac6f2534059e29dcecab79b050fbd4fe0a5b	23178	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/ena_response.tsv
/home/ubuntu/workspace/quick_hack/cross-species/manifest/ensembl115_bos_taurus_dna.html	quick_hack/cross-species/manifest/ensembl115_bos_taurus_dna.html	8d3a948d5ef32a5136421f970b41335a4acfd7bc022740ed56dd552da3729891	30574	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/ensembl115_bos_taurus_dna.html
/home/ubuntu/workspace/quick_hack/cross-species/manifest/ensembl115_bos_taurus_gtf.html	quick_hack/cross-species/manifest/ensembl115_bos_taurus_gtf.html	ad23d17eec0349c012494d8df34ad261bd9fd5b99a4dbeaed1a105998cb6b160	1901	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/ensembl115_bos_taurus_gtf.html
/home/ubuntu/workspace/quick_hack/cross-species/manifest/ensembl115_canis_lupus_familiaris_dna.html	quick_hack/cross-species/manifest/ensembl115_canis_lupus_familiaris_dna.html	9f979d98c21881179f6d06d55bdb66e57c40c606a8bce1320da2447e30075b49	41098	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/ensembl115_canis_lupus_familiaris_dna.html
/home/ubuntu/workspace/quick_hack/cross-species/manifest/ensembl115_canis_lupus_familiaris_gtf.html	quick_hack/cross-species/manifest/ensembl115_canis_lupus_familiaris_gtf.html	823988149237b0b26ec4333813f21c62c00647f1e69248c0a33ae759adac3556	2009	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/ensembl115_canis_lupus_familiaris_gtf.html
/home/ubuntu/workspace/quick_hack/cross-species/manifest/ensembl115_homo_sapiens_dna.html	quick_hack/cross-species/manifest/ensembl115_homo_sapiens_dna.html	099f936a70f8284dfb7e40be066d9c55dbeff310f849d261d8671171dc3934e4	24868	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/ensembl115_homo_sapiens_dna.html
/home/ubuntu/workspace/quick_hack/cross-species/manifest/ensembl115_homo_sapiens_gtf.html	quick_hack/cross-species/manifest/ensembl115_homo_sapiens_gtf.html	e50c10d23a00547b506bc4b2f0932dc6eb35266d1f543ddb76534863ee0f9b78	2179	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/ensembl115_homo_sapiens_gtf.html
/home/ubuntu/workspace/quick_hack/cross-species/manifest/ensembl115_mus_musculus_dna.html	quick_hack/cross-species/manifest/ensembl115_mus_musculus_dna.html	d5ede22f9c1f8d0d49fd28dee2ed19c9e27c72bf2acc5922d227197029240427	21640	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/ensembl115_mus_musculus_dna.html
/home/ubuntu/workspace/quick_hack/cross-species/manifest/ensembl115_mus_musculus_gtf.html	quick_hack/cross-species/manifest/ensembl115_mus_musculus_gtf.html	f8fc17beedf6a73f9fa846f6575d7912653398aa162d1904e5d3d105d0260460	1893	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/ensembl115_mus_musculus_gtf.html
/home/ubuntu/workspace/quick_hack/cross-species/manifest/ensembl115_rattus_norvegicus_dna.html	quick_hack/cross-species/manifest/ensembl115_rattus_norvegicus_dna.html	9eb305aa24ef4b3d49f145699a4b0c2a5c6cb375e68978b81b45e140e34b3f02	23065	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/ensembl115_rattus_norvegicus_dna.html
/home/ubuntu/workspace/quick_hack/cross-species/manifest/ensembl115_rattus_norvegicus_gtf.html	quick_hack/cross-species/manifest/ensembl115_rattus_norvegicus_gtf.html	9c3b7ff42327316e4fd11245d36e620531a5925117980afbbe097ded691dbe27	1927	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/ensembl115_rattus_norvegicus_gtf.html
/home/ubuntu/workspace/quick_hack/cross-species/manifest/liver_runs.tsv	quick_hack/cross-species/manifest/liver_runs.tsv	fb0677561d24212ff4b1a938ad12a73676b97489c97e87cfec0074b56ab15461	9007	missing	integrated_historical_evidence	results/recovery_20260920/snapshot/cross-species/manifest/liver_runs.tsv
/home/ubuntu/workspace/quick_hack/cross-species/manifest/ncbi_dog1.xml	quick_hack/cross-species/manifest/ncbi_dog1.xml	cd117d23768f9f88b1d3ec745922ad5081bb9dedd8bd55df42c7d5f0d2f67fc1	8629	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/ncbi_dog1.xml
/home/ubuntu/workspace/quick_hack/cross-species/manifest/ncbi_dog2.xml	quick_hack/cross-species/manifest/ncbi_dog2.xml	970da9a1b109252edfa409c75e8f9b84d5d5a50e9b52a6564868b6204843f1e3	86	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/ncbi_dog2.xml
/home/ubuntu/workspace/quick_hack/cross-species/manifest/ncbi_rat1.xml	quick_hack/cross-species/manifest/ncbi_rat1.xml	0341fa21892a23ba8ad0b6d1b6f230776ff64c00deca8b49dbdb727b986c9143	8830	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/ncbi_rat1.xml
/home/ubuntu/workspace/quick_hack/cross-species/manifest/ncbi_rat2.xml	quick_hack/cross-species/manifest/ncbi_rat2.xml	706e6b0c5ae3a5cdb8497fa5f7bb7309f21bd7861a9bc7b1d6061250245e2b76	8825	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/ncbi_rat2.xml
/home/ubuntu/workspace/quick_hack/cross-species/manifest/paper.html	quick_hack/cross-species/manifest/paper.html	f18d771a1a88ec7457ee1896bc997163a65c5e78d58422fdaa6183c7db0f543f	575954	missing	local_archive_only	quick-hack-recovery-20260920.tar.gz::quick_hack/cross-species/manifest/paper.html
